SRR6671104	cancer
SRR6671105	cancer
SRR6671106	cancer
SRR6671108	cancer
SRR6671109	cancer
SRR6671110	cancer
SRR6671111	cancer
SRR6671112	cancer
SRR6671113	cancer
SRR6671114	normal
SRR6671115	normal
SRR6671116	normal
