SRR1024124.fastq.gz	brain
SRR1024125.fastq.gz	brain
SRR1024126.fastq.gz	brain
SRR1024127.fastq.gz	brain
SRR1024128.fastq.gz	brain
SRR1024129.fastq.gz	brain
SRR1024130.fastq.gz	brain
SRR1024131.fastq.gz	brain
SRR1024132.fastq.gz	brain
SRR1024133.fastq.gz	brain
SRR1024134.fastq.gz	brain
SRR1024135.fastq.gz	brain
SRR1024136.fastq.gz	brain
SRR1024137.fastq.gz	brain
SRR1024138.fastq.gz	brain
SRR1024139.fastq.gz	brain
SRR1024140.fastq.gz	brain
SRR1024141.fastq.gz	brain
SRR1024156.fastq.gz	blood
SRR1024157.fastq.gz	blood
SRR1027171.fastq.gz	breast
SRR1027172.fastq.gz	breast
SRR1027173.fastq.gz	breast
SRR1027174.fastq.gz	breast
SRR1027175.fastq.gz	breast
SRR1027176.fastq.gz	breast
SRR1027177.fastq.gz	breast
SRR1027178.fastq.gz	breast
SRR1027179.fastq.gz	breast
SRR1027180.fastq.gz	breast
SRR1027181.fastq.gz	breast
SRR1027182.fastq.gz	breast
SRR1027183.fastq.gz	breast
SRR1027184.fastq.gz	breast
SRR1027185.fastq.gz	breast
SRR1027186.fastq.gz	breast
SRR1027187.fastq.gz	breast
SRR1027188.fastq.gz	breast
SRR1027189.fastq.gz	breast
SRR1027190.fastq.gz	breast
SRR1029672.fastq.gz	breast
SRR1029673.fastq.gz	breast
SRR1029674.fastq.gz	breast
SRR1029675.fastq.gz	breast
SRR1029676.fastq.gz	breast
SRR1029677.fastq.gz	breast
SRR1030492.fastq.gz	brain
SRR1030493.fastq.gz	brain
SRR1030494.fastq.gz	brain
SRR1030495.fastq.gz	brain
SRR1030496.fastq.gz	brain
SRR1030497.fastq.gz	brain
SRR1030498.fastq.gz	brain
SRR1030499.fastq.gz	brain
SRR1033463.fastq.gz	breast
SRR1033464.fastq.gz	breast
SRR1033465.fastq.gz	breast
SRR1033466.fastq.gz	breast
SRR1033467.fastq.gz	breast
SRR1033468.fastq.gz	breast
SRR1035695.fastq.gz	breast
SRR1035696.fastq.gz	breast
SRR1035697.fastq.gz	breast
SRR1035698.fastq.gz	breast
SRR1035699.fastq.gz	breast
SRR1035700.fastq.gz	breast
SRR1035701.fastq.gz	breast
SRR1035702.fastq.gz	breast
SRR1036961.fastq.gz	breast
SRR1036962.fastq.gz	breast
SRR1036963.fastq.gz	breast
SRR1036964.fastq.gz	breast
SRR1036965.fastq.gz	breast
SRR1036966.fastq.gz	breast
SRR1036967.fastq.gz	breast
SRR1036968.fastq.gz	breast
SRR1036969.fastq.gz	breast
SRR1041794.fastq.gz	blood
SRR1047813.fastq.gz	brain
SRR1047814.fastq.gz	brain
SRR1047815.fastq.gz	brain
SRR1047816.fastq.gz	brain
SRR1047817.fastq.gz	brain
SRR1047818.fastq.gz	brain
SRR1047819.fastq.gz	brain
SRR1047820.fastq.gz	brain
SRR1047821.fastq.gz	brain
SRR1047822.fastq.gz	brain
SRR1047823.fastq.gz	brain
SRR1047824.fastq.gz	brain
SRR1047825.fastq.gz	brain
SRR1047826.fastq.gz	brain
SRR1047827.fastq.gz	brain
SRR1047828.fastq.gz	brain
SRR1047829.fastq.gz	brain
SRR1047830.fastq.gz	brain
SRR1047831.fastq.gz	brain
SRR1047832.fastq.gz	brain
SRR1047833.fastq.gz	brain
SRR1047834.fastq.gz	brain
SRR1047835.fastq.gz	brain
SRR1047836.fastq.gz	brain
SRR1047837.fastq.gz	brain
SRR1047838.fastq.gz	brain
SRR1047839.fastq.gz	brain
SRR1047840.fastq.gz	brain
SRR1047841.fastq.gz	brain
SRR1047842.fastq.gz	brain
SRR1047843.fastq.gz	brain
SRR1047844.fastq.gz	brain
SRR1047845.fastq.gz	brain
SRR1047846.fastq.gz	brain
SRR1047847.fastq.gz	brain
SRR1047848.fastq.gz	brain
SRR1047849.fastq.gz	brain
SRR1047850.fastq.gz	brain
SRR1047851.fastq.gz	brain
SRR1047852.fastq.gz	brain
SRR1047853.fastq.gz	brain
SRR1047854.fastq.gz	brain
SRR1047855.fastq.gz	brain
SRR1047856.fastq.gz	brain
SRR1047857.fastq.gz	brain
SRR1047858.fastq.gz	brain
SRR1047859.fastq.gz	brain
SRR1047860.fastq.gz	brain
SRR1047861.fastq.gz	brain
SRR1047862.fastq.gz	brain
SRR1047863.fastq.gz	brain
SRR1047864.fastq.gz	brain
SRR1047865.fastq.gz	brain
SRR1047866.fastq.gz	brain
SRR1047867.fastq.gz	brain
SRR1047868.fastq.gz	brain
SRR1047869.fastq.gz	brain
SRR1047870.fastq.gz	brain
SRR1047871.fastq.gz	brain
SRR1047872.fastq.gz	brain
SRR1047873.fastq.gz	brain
SRR1047874.fastq.gz	brain
SRR1049407.fastq.gz	breast
SRR1049408.fastq.gz	breast
SRR1050945.fastq.gz	breast
SRR1050946.fastq.gz	breast
SRR1050947.fastq.gz	breast
SRR1050948.fastq.gz	breast
SRR1050949.fastq.gz	breast
SRR1050950.fastq.gz	breast
SRR1050951.fastq.gz	breast
SRR1050952.fastq.gz	breast
SRR1050953.fastq.gz	breast
SRR1050954.fastq.gz	breast
SRR1055983.fastq.gz	breast
SRR1055984.fastq.gz	breast
SRR1057978.fastq.gz	blood
SRR1057979.fastq.gz	blood
SRR1057980.fastq.gz	blood
SRR1057981.fastq.gz	blood
SRR1057982.fastq.gz	blood
SRR1057983.fastq.gz	blood
SRR1057984.fastq.gz	blood
SRR1057985.fastq.gz	blood
SRR1057986.fastq.gz	blood
SRR1057987.fastq.gz	blood
SRR1057988.fastq.gz	blood
SRR1057989.fastq.gz	blood
SRR1057990.fastq.gz	blood
SRR1057991.fastq.gz	blood
SRR1057992.fastq.gz	blood
SRR1060753.fastq.gz	blood
SRR1060754.fastq.gz	blood
SRR1060755.fastq.gz	blood
SRR1060756.fastq.gz	blood
SRR1060757.fastq.gz	blood
SRR1060758.fastq.gz	blood
SRR1060759.fastq.gz	blood
SRR1060760.fastq.gz	blood
SRR1060761.fastq.gz	blood
SRR1060762.fastq.gz	blood
SRR1060763.fastq.gz	blood
SRR1060764.fastq.gz	blood
SRR1060765.fastq.gz	blood
SRR1060766.fastq.gz	blood
SRR1060767.fastq.gz	blood
SRR1060768.fastq.gz	blood
SRR1060769.fastq.gz	blood
SRR1060770.fastq.gz	blood
SRR1060771.fastq.gz	blood
SRR1060772.fastq.gz	blood
SRR1060773.fastq.gz	blood
SRR1060774.fastq.gz	blood
SRR1060775.fastq.gz	blood
SRR1060776.fastq.gz	blood
SRR1060777.fastq.gz	blood
SRR1060778.fastq.gz	blood
SRR1060779.fastq.gz	blood
SRR1060780.fastq.gz	blood
SRR1060781.fastq.gz	blood
SRR1060782.fastq.gz	blood
SRR1060783.fastq.gz	blood
SRR1060784.fastq.gz	blood
SRR1060785.fastq.gz	blood
SRR1060786.fastq.gz	blood
SRR1060787.fastq.gz	blood
SRR1060788.fastq.gz	blood
SRR1060789.fastq.gz	blood
SRR1060790.fastq.gz	blood
SRR1060791.fastq.gz	blood
SRR1060792.fastq.gz	blood
SRR1060793.fastq.gz	blood
SRR1060794.fastq.gz	blood
SRR1060795.fastq.gz	blood
SRR1060796.fastq.gz	blood
SRR1060797.fastq.gz	blood
SRR1060798.fastq.gz	blood
SRR1060799.fastq.gz	blood
SRR1066622.fastq.gz	blood
SRR1066623.fastq.gz	blood
SRR1066624.fastq.gz	blood
SRR1066625.fastq.gz	blood
SRR1066626.fastq.gz	blood
SRR1066627.fastq.gz	blood
SRR1066628.fastq.gz	blood
SRR1066629.fastq.gz	blood
SRR1066630.fastq.gz	blood
SRR1066631.fastq.gz	blood
SRR1066632.fastq.gz	blood
SRR1066633.fastq.gz	blood
SRR1066634.fastq.gz	blood
SRR1066635.fastq.gz	blood
SRR1066636.fastq.gz	blood
SRR1066637.fastq.gz	blood
SRR1066638.fastq.gz	blood
SRR1066639.fastq.gz	blood
SRR1066640.fastq.gz	blood
SRR1066641.fastq.gz	blood
SRR1067911.fastq.gz	breast
SRR1067912.fastq.gz	breast
SRR1067913.fastq.gz	breast
SRR1067914.fastq.gz	breast
SRR1067915.fastq.gz	breast
SRR1067916.fastq.gz	breast
SRR1067917.fastq.gz	breast
SRR1067918.fastq.gz	breast
SRR1067919.fastq.gz	breast
SRR1067920.fastq.gz	breast
SRR1067921.fastq.gz	breast
SRR1067922.fastq.gz	breast
SRR1067923.fastq.gz	breast
SRR1067924.fastq.gz	breast
SRR1067925.fastq.gz	breast
SRR1106195.fastq.gz	blood
SRR1106196.fastq.gz	blood
SRR1106197.fastq.gz	blood
SRR1106198.fastq.gz	blood
SRR1106199.fastq.gz	blood
SRR1106200.fastq.gz	blood
SRR1106201.fastq.gz	blood
SRR1106202.fastq.gz	blood
SRR1106203.fastq.gz	blood
SRR1106204.fastq.gz	blood
SRR1107833.fastq.gz	breast
SRR1107834.fastq.gz	breast
SRR1107835.fastq.gz	breast
SRR1120098.fastq.gz	breast
SRR1120099.fastq.gz	breast
SRR1143450.fastq.gz	blood
SRR1143451.fastq.gz	blood
SRR1174330.fastq.gz	breast
SRR1174331.fastq.gz	breast
SRR1174332.fastq.gz	breast
SRR1174333.fastq.gz	breast
SRR1174334.fastq.gz	breast
SRR1174335.fastq.gz	breast
SRR1174336.fastq.gz	breast
SRR1174337.fastq.gz	breast
SRR1174338.fastq.gz	breast
SRR1186052.fastq.gz	blood
SRR1186053.fastq.gz	blood
SRR1186054.fastq.gz	blood
SRR1186055.fastq.gz	blood
SRR1186056.fastq.gz	blood
SRR1186057.fastq.gz	blood
SRR1186058.fastq.gz	blood
SRR1186059.fastq.gz	blood
SRR1193564.fastq.gz	breast
SRR1193565.fastq.gz	breast
SRR1193566.fastq.gz	breast
SRR1193567.fastq.gz	breast
SRR1193568.fastq.gz	breast
SRR1193569.fastq.gz	breast
SRR1193570.fastq.gz	breast
SRR1193571.fastq.gz	breast
SRR1193572.fastq.gz	breast
SRR1193573.fastq.gz	breast
SRR1193574.fastq.gz	breast
SRR1193575.fastq.gz	breast
SRR1200498.fastq.gz	blood
SRR1200499.fastq.gz	blood
SRR1200500.fastq.gz	blood
SRR1200501.fastq.gz	blood
SRR1200502.fastq.gz	blood
SRR1200503.fastq.gz	blood
SRR1200504.fastq.gz	blood
SRR1200505.fastq.gz	blood
SRR1200506.fastq.gz	blood
SRR1200507.fastq.gz	blood
SRR1200508.fastq.gz	blood
SRR1200509.fastq.gz	blood
SRR1200510.fastq.gz	blood
SRR1200511.fastq.gz	blood
SRR1200512.fastq.gz	blood
SRR1200513.fastq.gz	blood
SRR1200514.fastq.gz	blood
SRR1200515.fastq.gz	blood
SRR1200516.fastq.gz	blood
SRR1283038.fastq.gz	breast
SRR1285995.fastq.gz	breast
SRR1285996.fastq.gz	breast
SRR1285997.fastq.gz	breast
SRR1285998.fastq.gz	breast
SRR1286927.fastq.gz	blood
SRR1286928.fastq.gz	blood
SRR1286929.fastq.gz	blood
SRR1286930.fastq.gz	blood
SRR1292576.fastq.gz	brain
SRR1292577.fastq.gz	brain
SRR1292578.fastq.gz	brain
SRR1292579.fastq.gz	brain
SRR1292580.fastq.gz	brain
SRR1292581.fastq.gz	brain
SRR1292582.fastq.gz	brain
SRR1292583.fastq.gz	brain
SRR1292584.fastq.gz	brain
SRR1294095.fastq.gz	blood
SRR1294096.fastq.gz	blood
SRR1294097.fastq.gz	blood
SRR1294098.fastq.gz	blood
SRR1294099.fastq.gz	blood
SRR1294100.fastq.gz	blood
SRR1294101.fastq.gz	blood
SRR1294102.fastq.gz	blood
SRR1294103.fastq.gz	blood
SRR1294104.fastq.gz	blood
SRR1294105.fastq.gz	blood
SRR1294106.fastq.gz	blood
SRR1294113.fastq.gz	blood
SRR1294114.fastq.gz	blood
SRR1294115.fastq.gz	blood
SRR1294116.fastq.gz	blood
SRR1294117.fastq.gz	blood
SRR1294118.fastq.gz	blood
SRR1294119.fastq.gz	blood
SRR1294120.fastq.gz	blood
SRR1294121.fastq.gz	blood
SRR1294122.fastq.gz	blood
SRR1300547.fastq.gz	breast
SRR1300548.fastq.gz	breast
SRR1300549.fastq.gz	breast
SRR1300550.fastq.gz	breast
SRR1300551.fastq.gz	breast
SRR1303625.fastq.gz	blood
SRR1303626.fastq.gz	blood
SRR1313062.fastq.gz	breast
SRR1313063.fastq.gz	breast
SRR1313064.fastq.gz	breast
SRR1313065.fastq.gz	breast
SRR1313066.fastq.gz	breast
SRR1313067.fastq.gz	breast
SRR1313068.fastq.gz	breast
SRR1313069.fastq.gz	breast
SRR1313070.fastq.gz	breast
SRR1313071.fastq.gz	breast
SRR1313072.fastq.gz	breast
SRR1313073.fastq.gz	breast
SRR1313074.fastq.gz	breast
SRR1313075.fastq.gz	breast
SRR1313076.fastq.gz	breast
SRR1313077.fastq.gz	breast
SRR1313078.fastq.gz	breast
SRR1313079.fastq.gz	breast
SRR1313080.fastq.gz	breast
SRR1313081.fastq.gz	breast
SRR1313082.fastq.gz	breast
SRR1313083.fastq.gz	breast
SRR1313084.fastq.gz	breast
SRR1313085.fastq.gz	breast
SRR1313086.fastq.gz	breast
SRR1313087.fastq.gz	breast
SRR1313088.fastq.gz	breast
SRR1313089.fastq.gz	breast
SRR1313090.fastq.gz	breast
SRR1313091.fastq.gz	breast
SRR1313092.fastq.gz	breast
SRR1313093.fastq.gz	breast
SRR1313094.fastq.gz	breast
SRR1313095.fastq.gz	breast
SRR1313096.fastq.gz	breast
SRR1313097.fastq.gz	breast
SRR1313098.fastq.gz	breast
SRR1313099.fastq.gz	breast
SRR1313100.fastq.gz	breast
SRR1313101.fastq.gz	breast
SRR1313102.fastq.gz	breast
SRR1313103.fastq.gz	breast
SRR1313104.fastq.gz	breast
SRR1313105.fastq.gz	breast
SRR1313106.fastq.gz	breast
SRR1313107.fastq.gz	breast
SRR1313108.fastq.gz	breast
SRR1313109.fastq.gz	breast
SRR1313110.fastq.gz	breast
SRR1313111.fastq.gz	breast
SRR1313112.fastq.gz	breast
SRR1313113.fastq.gz	breast
SRR1313114.fastq.gz	breast
SRR1313115.fastq.gz	breast
SRR1313116.fastq.gz	breast
SRR1313117.fastq.gz	breast
SRR1313118.fastq.gz	breast
SRR1313119.fastq.gz	breast
SRR1313120.fastq.gz	breast
SRR1313121.fastq.gz	breast
SRR1313122.fastq.gz	breast
SRR1313123.fastq.gz	breast
SRR1313124.fastq.gz	breast
SRR1313125.fastq.gz	breast
SRR1313126.fastq.gz	breast
SRR1313127.fastq.gz	breast
SRR1313128.fastq.gz	breast
SRR1313129.fastq.gz	breast
SRR1313130.fastq.gz	breast
SRR1313131.fastq.gz	breast
SRR1313132.fastq.gz	breast
SRR1313133.fastq.gz	breast
SRR1313134.fastq.gz	breast
SRR1313135.fastq.gz	breast
SRR1313136.fastq.gz	breast
SRR1313137.fastq.gz	breast
SRR1313138.fastq.gz	breast
SRR1313139.fastq.gz	breast
SRR1313140.fastq.gz	breast
SRR1313141.fastq.gz	breast
SRR1313142.fastq.gz	breast
SRR1313143.fastq.gz	breast
SRR1313144.fastq.gz	breast
SRR1313145.fastq.gz	breast
SRR1313146.fastq.gz	breast
SRR1313147.fastq.gz	breast
SRR1313148.fastq.gz	breast
SRR1313149.fastq.gz	breast
SRR1313150.fastq.gz	breast
SRR1313151.fastq.gz	breast
SRR1313152.fastq.gz	breast
SRR1313153.fastq.gz	breast
SRR1313154.fastq.gz	breast
SRR1313155.fastq.gz	breast
SRR1313156.fastq.gz	breast
SRR1313157.fastq.gz	breast
SRR1313158.fastq.gz	breast
SRR1313159.fastq.gz	breast
SRR1313160.fastq.gz	breast
SRR1313161.fastq.gz	breast
SRR1313162.fastq.gz	breast
SRR1313163.fastq.gz	breast
SRR1313164.fastq.gz	breast
SRR1313165.fastq.gz	breast
SRR1313166.fastq.gz	breast
SRR1313167.fastq.gz	breast
SRR1313168.fastq.gz	breast
SRR1313169.fastq.gz	breast
SRR1313170.fastq.gz	breast
SRR1313171.fastq.gz	breast
SRR1313172.fastq.gz	breast
SRR1313173.fastq.gz	breast
SRR1313174.fastq.gz	breast
SRR1313175.fastq.gz	breast
SRR1313176.fastq.gz	breast
SRR1313177.fastq.gz	breast
SRR1313178.fastq.gz	breast
SRR1313179.fastq.gz	breast
SRR1313180.fastq.gz	breast
SRR1313181.fastq.gz	breast
SRR1313182.fastq.gz	breast
SRR1313183.fastq.gz	breast
SRR1313184.fastq.gz	breast
SRR1313185.fastq.gz	breast
SRR1313186.fastq.gz	breast
SRR1313187.fastq.gz	breast
SRR1313188.fastq.gz	breast
SRR1313189.fastq.gz	breast
SRR1313190.fastq.gz	breast
SRR1313191.fastq.gz	breast
SRR1313192.fastq.gz	breast
SRR1313193.fastq.gz	breast
SRR1313194.fastq.gz	breast
SRR1313195.fastq.gz	breast
SRR1313196.fastq.gz	breast
SRR1313197.fastq.gz	breast
SRR1313198.fastq.gz	breast
SRR1313199.fastq.gz	breast
SRR1313200.fastq.gz	breast
SRR1313201.fastq.gz	breast
SRR1313202.fastq.gz	breast
SRR1313203.fastq.gz	breast
SRR1313204.fastq.gz	breast
SRR1313205.fastq.gz	breast
SRR1313206.fastq.gz	breast
SRR1313207.fastq.gz	breast
SRR1313208.fastq.gz	breast
SRR1313209.fastq.gz	breast
SRR1313210.fastq.gz	breast
SRR1313211.fastq.gz	breast
SRR1313212.fastq.gz	breast
SRR1313213.fastq.gz	breast
SRR1313214.fastq.gz	breast
SRR1313215.fastq.gz	breast
SRR1313216.fastq.gz	breast
SRR1313217.fastq.gz	breast
SRR1313218.fastq.gz	breast
SRR1313219.fastq.gz	breast
SRR1313220.fastq.gz	breast
SRR1313221.fastq.gz	breast
SRR1313222.fastq.gz	breast
SRR1313223.fastq.gz	breast
SRR1313224.fastq.gz	breast
SRR1313225.fastq.gz	breast
SRR1313226.fastq.gz	breast
SRR1313227.fastq.gz	breast
SRR1313228.fastq.gz	breast
SRR1313229.fastq.gz	breast
SRR1363852.fastq.gz	breast
SRR1363853.fastq.gz	breast
SRR1363854.fastq.gz	breast
SRR1363855.fastq.gz	breast
SRR1363856.fastq.gz	breast
SRR1363857.fastq.gz	breast
SRR1509730.fastq.gz	breast
SRR1509731.fastq.gz	breast
SRR1509732.fastq.gz	breast
SRR1509733.fastq.gz	breast
SRR1509734.fastq.gz	breast
SRR1509735.fastq.gz	breast
SRR1509736.fastq.gz	breast
SRR1509737.fastq.gz	breast
SRR1509738.fastq.gz	breast
SRR1509739.fastq.gz	breast
SRR1509740.fastq.gz	breast
SRR1509741.fastq.gz	breast
SRR1511596.fastq.gz	breast
SRR1511597.fastq.gz	breast
SRR1511598.fastq.gz	breast
SRR1511599.fastq.gz	breast
SRR1513329.fastq.gz	breast
SRR1513330.fastq.gz	breast
SRR1513331.fastq.gz	breast
SRR1513332.fastq.gz	breast
SRR1513333.fastq.gz	breast
SRR1513334.fastq.gz	breast
SRR1519062.fastq.gz	breast
SRR1519063.fastq.gz	breast
SRR1519064.fastq.gz	breast
SRR1519065.fastq.gz	breast
SRR1519066.fastq.gz	breast
SRR1519067.fastq.gz	breast
SRR1519068.fastq.gz	breast
SRR1519069.fastq.gz	breast
SRR1519070.fastq.gz	breast
SRR223496.fastq.gz	breast
SRR223506.fastq.gz	breast
SRR223524.fastq.gz	breast
SRR223525.fastq.gz	breast
SRR243575.fastq.gz	brain
SRR243576.fastq.gz	brain
SRR243577.fastq.gz	brain
SRR243578.fastq.gz	brain
SRR299027.fastq.gz	brain
SRR299028.fastq.gz	brain
SRR299106.fastq.gz	brain
SRR299107.fastq.gz	brain
SRR299108.fastq.gz	brain
SRR299109.fastq.gz	brain
SRR299110.fastq.gz	brain
SRR299111.fastq.gz	brain
SRR299112.fastq.gz	brain
SRR299113.fastq.gz	brain
SRR299114.fastq.gz	brain
SRR299115.fastq.gz	brain
SRR299116.fastq.gz	brain
SRR306838.fastq.gz	brain
SRR306839.fastq.gz	brain
SRR306840.fastq.gz	brain
SRR306841.fastq.gz	brain
SRR306842.fastq.gz	brain
SRR306843.fastq.gz	brain
SRR306844.fastq.gz	brain
SRR306845.fastq.gz	brain
SRR306846.fastq.gz	brain
SRR306847.fastq.gz	brain
SRR306848.fastq.gz	brain
SRR306849.fastq.gz	brain
SRR306850.fastq.gz	brain
SRR306851.fastq.gz	brain
SRR306852.fastq.gz	brain
SRR306853.fastq.gz	brain
SRR306854.fastq.gz	brain
SRR306855.fastq.gz	brain
SRR306856.fastq.gz	brain
SRR306857.fastq.gz	brain
SRR306858.fastq.gz	brain
SRR307006.fastq.gz	blood
SRR307007.fastq.gz	blood
SRR307008.fastq.gz	blood
SRR309133.fastq.gz	brain
SRR309134.fastq.gz	brain
SRR309135.fastq.gz	brain
SRR309136.fastq.gz	brain
SRR309137.fastq.gz	brain
SRR309138.fastq.gz	brain
SRR309139.fastq.gz	brain
SRR309140.fastq.gz	brain
SRR309141.fastq.gz	brain
SRR309142.fastq.gz	brain
SRR309143.fastq.gz	brain
SRR309144.fastq.gz	brain
SRR309262.fastq.gz	brain
SRR315112.fastq.gz	blood
SRR315113.fastq.gz	blood
SRR315114.fastq.gz	blood
SRR315115.fastq.gz	blood
SRR315116.fastq.gz	blood
SRR332171.fastq.gz	brain
SRR346062.fastq.gz	blood
SRR346063.fastq.gz	blood
SRR346064.fastq.gz	blood
SRR346065.fastq.gz	blood
SRR346066.fastq.gz	blood
SRR346067.fastq.gz	blood
SRR346068.fastq.gz	blood
SRR346069.fastq.gz	blood
SRR346070.fastq.gz	blood
SRR350976.fastq.gz	breast
SRR353602.fastq.gz	breast
SRR353603.fastq.gz	breast
SRR353604.fastq.gz	breast
SRR353635.fastq.gz	blood
SRR353636.fastq.gz	blood
SRR353637.fastq.gz	blood
SRR353638.fastq.gz	blood
SRR353639.fastq.gz	blood
SRR353640.fastq.gz	blood
SRR353641.fastq.gz	blood
SRR353642.fastq.gz	blood
SRR353643.fastq.gz	blood
SRR353644.fastq.gz	blood
SRR353645.fastq.gz	blood
SRR353646.fastq.gz	blood
SRR353647.fastq.gz	blood
SRR353648.fastq.gz	blood
SRR353649.fastq.gz	blood
SRR353650.fastq.gz	blood
SRR353651.fastq.gz	blood
SRR353652.fastq.gz	blood
SRR353653.fastq.gz	blood
SRR353654.fastq.gz	blood
SRR353948.fastq.gz	breast
SRR358976.fastq.gz	blood
SRR359290.fastq.gz	brain
SRR359291.fastq.gz	brain
SRR364001.fastq.gz	blood
SRR364003.fastq.gz	blood
SRR364004.fastq.gz	blood
SRR364005.fastq.gz	blood
SRR364065.fastq.gz	blood
SRR364705.fastq.gz	breast
SRR387394.fastq.gz	blood
SRR388226.fastq.gz	breast
SRR388227.fastq.gz	breast
SRR388228.fastq.gz	breast
SRR388229.fastq.gz	breast
SRR393760.fastq.gz	blood
SRR393761.fastq.gz	blood
SRR393762.fastq.gz	blood
SRR393763.fastq.gz	blood
SRR393764.fastq.gz	blood
SRR393765.fastq.gz	blood
SRR393766.fastq.gz	blood
SRR393767.fastq.gz	blood
SRR393768.fastq.gz	blood
SRR408751.fastq.gz	blood
SRR408752.fastq.gz	blood
SRR408753.fastq.gz	blood
SRR408754.fastq.gz	blood
SRR408755.fastq.gz	blood
SRR408756.fastq.gz	blood
SRR424591.fastq.gz	blood
SRR445374.fastq.gz	blood
SRR449330.fastq.gz	breast
SRR449331.fastq.gz	breast
SRR449332.fastq.gz	breast
SRR449333.fastq.gz	breast
SRR449334.fastq.gz	breast
SRR449335.fastq.gz	breast
SRR449336.fastq.gz	breast
SRR449337.fastq.gz	breast
SRR449360.fastq.gz	blood
SRR449361.fastq.gz	blood
SRR492714.fastq.gz	brain
SRR496394.fastq.gz	breast
SRR496395.fastq.gz	breast
SRR496397.fastq.gz	breast
SRR496398.fastq.gz	breast
SRR497699.fastq.gz	blood
SRR497700.fastq.gz	blood
SRR497701.fastq.gz	blood
SRR497702.fastq.gz	blood
SRR497703.fastq.gz	blood
SRR497704.fastq.gz	blood
SRR497705.fastq.gz	blood
SRR497706.fastq.gz	blood
SRR497707.fastq.gz	blood
SRR497708.fastq.gz	blood
SRR497709.fastq.gz	blood
SRR499844.fastq.gz	brain
SRR500125.fastq.gz	brain
SRR500875.fastq.gz	breast
SRR500876.fastq.gz	breast
SRR500877.fastq.gz	breast
SRR500878.fastq.gz	breast
SRR500879.fastq.gz	breast
SRR500880.fastq.gz	breast
SRR500881.fastq.gz	breast
SRR500882.fastq.gz	breast
SRR500883.fastq.gz	breast
SRR500884.fastq.gz	breast
SRR500885.fastq.gz	breast
SRR500886.fastq.gz	breast
SRR500887.fastq.gz	breast
SRR500888.fastq.gz	breast
SRR500889.fastq.gz	breast
SRR500890.fastq.gz	breast
SRR515313.fastq.gz	blood
SRR518946.fastq.gz	breast
SRR518952.fastq.gz	breast
SRR518953.fastq.gz	breast
SRR518954.fastq.gz	breast
SRR518955.fastq.gz	breast
SRR518956.fastq.gz	breast
SRR518957.fastq.gz	breast
